id,Difference Between Dates,quantity,demand,short_composition1
218442,84,45,1.0,Timolol (0.5%)
218454,63,41,1.0,Aceclofenac (100mg) 
218458,74,50,1.0,Telmisartan (40mg) 
218469,93,60,1.0,Bromelain (90mg) 
218493,39,30,1.0,Telmisartan (40mg)
218507,83,58,1.0,Tolterodine (1mg)
218510,85,59,1.0,Trypsin (48mg) 
218512,58,48,1.0,Paracetamol (650mg)
218515,86,60,1.0,Fenofibrate (160mg)
218527,17,15,1.0,Telmisartan (40mg)
218530,38,31,1.0,Telmisartan (40mg)
218535,35,20,1.0,Telmisartan (40mg)
218541,98,59,1.0,Telmisartan (40mg)
218561,21,16,1.0,Amitriptyline (12.5mg) 
218570,52,27,1.0,Deflazacort (6mg)
218574,30,32,2.0,Telmisartan (80mg) 
218584,47,24,1.0,Spironolactone (50mg) 
218585,54,44,1.0,Teicoplanin (400mg)
218591,85,55,1.0,Tolperisone (450mg)
218620,10,18,2.0,Meloxicam (NA)
218626,37,28,1.0,Teneligliptin (20mg)
218654,81,45,1.0,Telmisartan (40mg) 
218658,74,49,1.0,Telmisartan (40mg) 
218670,17,25,2.0,Tacrolimus (0.5mg)
218679,77,57,1.0,Phenylephrine (5mg/5ml) 
218697,95,53,1.0,Teneligliptin (20mg)
218698,35,26,1.0,Telmisartan (40mg)
218718,19,29,2.0,Amoxycillin  (500mg) 
218737,30,35,2.0,Trypsin (48mg) 
218754,41,33,1.0,Alpha Lipoic Acid (100mg) 
218758,97,52,1.0,Telmisartan (40mg)
218760,92,64,1.0,Chlorpheniramine Maleate (2mg/ml) 
218766,97,62,1.0,Telmisartan (40mg)
218768,95,51,1.0,Tigecycline (50mg)
218774,48,27,1.0,Thyroxine (25mcg)
218776,78,49,1.0,Topiramate (50mg)
218782,54,35,1.0,Thiocolchicoside (4mg) 
218788,87,44,1.0,Metformin (500mg) 
218799,83,58,1.0,Aceclofenac (100mg) 
218827,71,43,1.0,Clonazepam (0.5mg) 
218843,55,28,1.0,Bromelain (180mg) 
218859,85,57,1.0,Temozolomide (100mg)
218860,93,63,1.0,Etoricoxib (90mg)
218882,23,17,1.0,Polidocanol (30mg)
218890,9,20,2.0,Testosterone (100mg)
218899,43,30,1.0,Bromelain (90mg) 
218900,70,47,1.0,Tramadol (37.5mg) 
218916,83,57,1.0,Telmisartan (20mg)
218922,29,27,1.0,Cilnidipine (10mg) 
218925,35,20,1.0,Cetirizine (10mg)
218939,92,65,1.0,Tapentadol (50mg)
218952,47,29,1.0,Isotretinoin (10mg)
218975,36,19,1.0,Diclofenac (50mg) 
218990,88,59,1.0,Cefixime (400mg)
218993,51,39,1.0,Phenylephrine (5mg/5ml) 
218997,78,49,1.0,Tacrolimus (0.1% w/w)
219016,71,45,1.0,Tobramycin (0.3%) 
219018,33,34,2.0,Chlordiazepoxide (1mg) 
219023,87,62,1.0,Telmisartan (40mg) 
219027,47,28,1.0,Telmisartan (40mg) 
219031,86,56,1.0,Glimepiride (1mg) 
219054,40,35,1.0,Telmisartan (40mg) 
219061,52,29,1.0,Tamsulosin (0.4mg)
219062,88,59,1.0,Osimertinib (40mg)
219067,63,37,1.0,Bromelain (90mg) 
219077,88,53,1.0,Torasemide (5mg)
219079,11,24,2.0,Tranexamic Acid (500mg) 
219080,73,43,1.0,Tramadol (37.5mg) 
219112,66,34,1.0,Telmisartan (40mg)
219127,73,50,1.0,Clopidogrel (75mg)
219145,50,38,1.0,Metoprolol Succinate (25mg)
219148,40,36,1.0,Tramadol (50mg) 
219155,66,53,1.0,Minoxidil (10% w/v)
219160,89,62,1.0,Telmisartan (40mg) 
219163,24,17,1.0,Telmisartan (40mg)
219167,54,29,1.0,Tamsulosin  (0.4mg) 
219181,97,50,1.0,Telmisartan (40mg) 
219190,56,44,1.0,Cilnidipine (10mg) 
219191,95,53,1.0,Piperacillin (4000mg) 
219192,75,40,1.0,Isoniazid (150mg) 
219196,38,32,1.0,Tapentadol (50mg)
219199,9,16,2.0,Tramadol (37.5mg) 
219201,39,37,1.0,Levofloxacin (500mg)
219211,67,50,1.0,Ofloxacin (400mg)
219221,25,18,1.0,Thiocolchicoside (4mg) 
219223,73,50,1.0,Telmisartan (40mg) 
219237,13,20,2.0,Ambroxol (15mg) 
219245,70,35,1.0,Tolperisone (150mg) 
219264,25,22,1.0,Glimepiride (2mg) 
219265,92,50,1.0,Telmisartan (40mg)
219269,90,51,1.0,Griseofulvin (500mg)
219275,64,35,1.0,Primidone (50mg)
219278,30,27,1.0,Aceclofenac (100mg) 
219291,62,42,1.0,Tamsulosin  (0.4mg) 
219297,51,44,1.0,Diclofenac (1% w/w) 
219308,63,47,1.0,Glimepiride (2mg) 
219313,89,54,1.0,Terbinafine (250mg)
219315,24,20,1.0,Telmisartan (40mg) 
219341,33,19,1.0,Phenylephrine (5mg/5ml) 
219358,73,51,1.0,Levocetirizine (5mg)
219361,80,41,1.0,Bromhexine (4mg) 
219365,48,31,1.0,Methylcobalamin (1500mcg)
219375,94,57,1.0,Teicoplanin (400mg)
219383,16,15,1.0,Metformin (500mg) 
219394,46,32,1.0,Teneligliptin (20mg)
219398,41,23,1.0,Terbinafine (250mg)
219434,74,54,1.0,Levosulpiride (25mg)
219446,64,51,1.0,Aceclofenac (100mg) 
219459,78,53,1.0,Minoxidil (5% w/v) 
219471,56,45,1.0,Citicoline (500mg) 
219488,75,52,1.0,Cefuroxime (500mg)
219493,19,16,1.0,Pantoprazole (40mg)
219500,58,38,1.0,Carboxymethylcellulose (0.5% w/v)
219503,81,43,1.0,Ciprofloxacin (500mg) 
219530,73,51,1.0,Tramadol (50mg) 
219531,98,65,1.0,Aspirin (75mg) 
219541,24,21,1.0,Tolperisone (150mg)
219546,55,46,1.0,Terbinafine (250mg)
219555,70,41,1.0,Tranexamic Acid (500mg)
219567,17,27,2.0,Etoricoxib (60mg) 
219569,42,25,1.0,Tranexamic Acid (500mg)
219576,26,33,2.0,Telmisartan (40mg) 
219590,45,39,1.0,Tolperisone (450mg)
219594,27,31,2.0,Tolperisone (150mg)
219641,97,58,1.0,Spironolactone (50mg) 
219647,12,16,2.0,Aceclofenac (100mg) 
219654,94,62,1.0,Travoprost (0.004% w/v)
219657,57,30,1.0,Tigecycline (50mg)
219666,28,21,1.0,Primaquine (15mg)
219685,26,33,2.0,Teneligliptin (20mg)
219692,36,21,1.0,Tamsulosin  (0.4mg) 
219693,50,36,1.0,Timolol (5mg) 
219705,39,22,1.0,Telmisartan (80mg) 
219711,46,42,1.0,Tramadol (37.5mg) 
219726,67,45,1.0,Teneligliptin (20mg)
219745,11,13,2.0,Terbinafine (250mg)
219752,94,57,1.0,Losartan (50mg)
219754,86,52,1.0,Terbinafine (250mg)
219758,51,35,1.0,Tricholine Citrate (0.55gm) 
219771,45,35,1.0,Aceclofenac (100mg) 
219788,39,33,1.0,Telmisartan (40mg)
219798,65,48,1.0,Tinidazole (500mg)
219807,9,21,2.0,Olanzapine (10mg)
219811,91,54,1.0,Lorazepam (2mg)
219818,51,35,1.0,Torasemide (20mg)
219827,37,22,1.0,Metformin (500mg) 
219839,29,20,1.0,Thiocolchicoside (4mg) 
219840,33,31,1.0,Tulobuterol (0.5mg)
219854,90,45,1.0,Trypsin (48mg) 
219858,80,46,1.0,Doxofylline (400mg) 
219859,42,30,1.0,Terbinafine (1% w/w) 
219873,16,23,2.0,Domperidone (10mg) 
219877,24,20,1.0,Ondansetron (4mg) 
219878,84,62,1.0,Glimepiride (1mg) 
219884,87,49,1.0,Torasemide (20mg)
219890,30,18,1.0,Trospium (60mg)
219910,24,30,2.0,Telmisartan (40mg) 
219913,12,20,2.0,Cefepime (1000mg) 
219919,55,33,1.0,Teneligliptin (20mg)
219948,60,39,1.0,Teneligliptin (20mg)
219949,58,49,1.0,Topiramate (50mg)
219951,69,36,1.0,Itraconazole (1% w/w)
219957,25,22,1.0,Telmisartan (40mg) 
219965,51,40,1.0,Bromelain (48mg) 
219973,29,33,2.0,Alprazolam (1mg)
219975,97,60,1.0,Tigecycline (50mg)
219996,15,21,2.0,Ofloxacin (200mg)
220013,86,43,1.0,Aceclofenac (100mg) 
220031,12,20,2.0,Mupirocin (2% w/w)
220043,93,57,1.0,Aceclofenac (200mg) 
220062,38,23,1.0,Metformin (500mg) 
220069,95,58,1.0,Hydroxyethyl Starch(HES) (6% w/v)
220077,11,17,2.0,Lithium carbonate (400mg)
220079,60,45,1.0,Telmisartan (40mg) 
220080,67,53,1.0,Tranexamic Acid (500mg) 
220093,24,26,2.0,Tobramycin (NA) 
220094,7,16,2.0,Chloramphenicol (NA) 
220096,25,20,1.0,Glimepiride (1mg) 
220113,24,29,2.0,Tranexamic Acid (250mg) 
220132,93,61,1.0,Thiocolchicoside (4mg) 
220133,35,20,1.0,Trioxasalen (25mg)
220141,64,43,1.0,Telmisartan (40mg) 
220148,79,59,1.0,Telmisartan (40mg) 
220150,29,29,2.0,Telmisartan (40mg) 
220157,61,42,1.0,Promethazine (1.5mg/5ml) 
220180,60,33,1.0,Cefixime (100mg) 
220183,80,40,1.0,Acetylcysteine (600mg) 
220185,32,19,1.0,Tadalafil (10mg)
220194,52,43,1.0,Glimepiride (2mg) 
220211,99,63,1.0,Paracetamol/Acetaminophen  (325mg) 
220226,17,18,2.0,Trazodone (50mg)
220230,47,28,1.0,Diclofenac (50mg) 
220234,42,24,1.0,Chlorpheniramine Maleate (1mg/5ml) 
220242,31,34,2.0,Tobramycin (0.3% w/v) 
220243,16,14,1.0,Telmisartan (40mg) 
220250,67,35,1.0,Trihexyphenidyl (5mg)
220255,64,33,1.0,Aceclofenac (100mg) 
220263,92,62,1.0,Diclofenac (1%)
220292,6,13,2.0,Metformin (500mg) 
220314,92,59,1.0,Telmisartan (40mg)
220325,6,19,3.0,Tranexamic Acid (500mg)
220339,29,34,2.0,Phenylephrine (5% w/v) 
220340,34,30,1.0,Tolperisone (150mg)
220349,63,50,1.0,Tadalafil (5mg)
220360,91,48,1.0,Tolperisone (150mg)
220364,49,32,1.0,Terbinafine (1% w/w)
220371,13,16,2.0,Telmisartan (40mg)
220407,56,31,1.0,Torasemide (10mg)
220408,31,20,1.0,Magaldrate (400mg) 
220414,84,62,1.0,Aceclofenac (100mg) 
220427,36,23,1.0,Ofloxacin (0.75% w/w) 
220447,73,40,1.0,Telmisartan (40mg) 
220463,58,34,1.0,Spironolactone (50mg) 
220466,32,30,1.0,Telmisartan (40mg) 
220480,45,26,1.0,Dexamethasone (0.1%) 
220485,98,60,1.0,Levocetirizine (5mg)
220490,98,64,1.0,Domperidone (30mg) 
220492,44,38,1.0,Phenylpropanolamine (NA) 
220504,98,56,1.0,Trifluoperazine (0.5mg)
220507,97,67,1.0,Tranexamic Acid (500mg) 
220522,61,50,1.0,Tobramycin (20mg)
220526,71,48,1.0,Caffeine (30mg) 
220541,88,56,1.0,Arteether (75mg)
220545,17,15,1.0,Levocetirizine (5mg)
220567,10,14,2.0,Tacrolimus (2mg)
220568,69,35,1.0,Caffeine (30mg) 
220581,80,40,1.0,Omeprazole (20mg)
220599,75,44,1.0,Cyproheptadine (2mg/5ml) 
220601,68,51,1.0,Sulfiram (NA)
220614,45,41,1.0,Thyroxine (75mcg)
220621,85,51,1.0,Donepezil (5mg) 
220637,54,31,1.0,Sparfloxacin (200mg)
220649,38,23,1.0,Tegaserod (6mg)
220665,82,47,1.0,Chlorpheniramine Maleate (2mg) 
220691,82,57,1.0,Thyroxine (100mcg)
220692,7,22,3.0,Telmisartan (80mg)
220693,66,51,1.0,Promethazine (5mg) 
220696,32,18,1.0,Amoxycillin  (200mg) 
220702,16,25,2.0,Telmisartan (40mg)
220724,67,38,1.0,Azithromycin (500mg)
220735,31,20,1.0,Thiocolchicoside (4mg)
220754,72,39,1.0,Telmisartan (40mg) 
220768,79,47,1.0,Terbinafine (1% w/w)
220771,59,33,1.0,Azithromycin (250mg)
220773,29,33,2.0,Diclofenac (50mg) 
220788,85,54,1.0,Telmisartan (80mg) 
220813,40,24,1.0,Glimepiride (1mg) 
220816,63,38,1.0,Levocetirizine (5mg)
220830,58,48,1.0,Cefuroxime (500mg)
220843,78,44,1.0,Topiramate (50mg)
220854,36,34,1.0,Metformin (500mg) 
220855,61,40,1.0,Thyroxine (75mcg)
220856,48,31,1.0,Fluconazole (100mg) 
220879,9,23,2.0,Glimepiride (1mg) 
220885,80,49,1.0,Telmisartan (40mg) 
220900,79,53,1.0,Amitriptyline (NA) 
220913,48,40,1.0,Tolterodine (1mg)
220933,79,54,1.0,Etoricoxib (120mg)
220941,29,21,1.0,Rosuvastatin (10mg) 
220946,46,34,1.0,Ambroxol (4mg) 
220955,95,51,1.0,Telmisartan (40mg) 
220967,63,45,1.0,Terbinafine (250mg)
220993,50,44,1.0,Amoxycillin (125mg)
220994,15,23,2.0,Etoricoxib (60mg) 
221006,75,55,1.0,Telmisartan (40mg) 
221008,90,57,1.0,Methylcobalamin (750mcg) 
221030,81,58,1.0,Dicyclomine (20mg) 
221031,67,41,1.0,Thyroxine (25mcg)
221046,14,27,2.0,Ceftazidime (1000mg)
221047,50,31,1.0,Telmisartan (40mg) 
221076,13,20,2.0,Trihexyphenidyl (NA)
221079,79,45,1.0,Sulfamethoxazole (200mg) 
221082,53,43,1.0,Telmisartan (80mg) 
221119,72,45,1.0,Thyroxine (150mcg)
221137,21,30,2.0,Telmisartan (20mg)
221149,69,35,1.0,Ambroxol (15mg/5ml) 
221152,46,23,1.0,Methylcobalamin (750mcg) 
221165,17,16,1.0,Chloramphenicol (NA) 
221166,23,28,2.0,Tacrolimus (1mg)
221169,5,14,2.0,Spironolactone (50mg) 
221199,5,19,3.0,Cefuroxime (500mg)
221204,93,47,1.0,Cetirizine (5mg) 
221206,7,14,2.0,Ambroxol (15mg/5ml) 
221207,37,21,1.0,Metformin (500mg) 
221223,7,19,2.0,Telmisartan (20mg)
221231,98,62,1.0,Atorvastatin (20mg)
221238,84,53,1.0,Tacrolimus (3mg)
221240,40,24,1.0,Tadalafil (5mg)
221241,43,39,1.0,Azithromycin (250mg)
221250,9,16,2.0,Aceclofenac (100mg) 
221259,79,53,1.0,Chlordiazepoxide (10mg) 
221267,91,56,1.0,Amoxycillin (250mg) 
221282,25,18,1.0,Carbimazole (5mg)
221283,10,13,2.0,Tacrolimus (0.03% w/w)
221289,27,24,1.0,Tigecycline (50mg)
221303,52,46,1.0,Terbinafine (250mg)
221306,96,62,1.0,Ofloxacin (200mg)
221308,83,53,1.0,Ranitidine (150mg)
221311,72,46,1.0,Clobazam (10mg)
221327,58,47,1.0,Telmisartan (80mg) 
221328,95,67,1.0,Cefixime (200mg) 
221352,31,28,1.0,Labetalol (100mg)
221366,15,27,2.0,Telmisartan (40mg) 
221375,7,18,2.0,Telmisartan (40mg) 
221402,66,47,1.0,Isotretinoin (20mg)
221405,61,44,1.0,Levocetirizine (2.5mg) 
221407,40,27,1.0,Triamterene (1mg)
221429,74,38,1.0,Aceclofenac (200mg)
221459,66,45,1.0,Butenafine (1% w/w)
221465,32,18,1.0,Telmisartan (40mg)
221466,26,22,1.0,Metformin (500mg) 
221469,84,46,1.0,Chlordiazepoxide (10mg) 
221512,87,54,1.0,Etoricoxib (60mg) 
221531,63,32,1.0,Amoxycillin  (250mg) 
221535,90,61,1.0,Tramadol (50mg)
221540,5,13,2.0,Trypsin (48mg) 
221542,25,18,1.0,Telmisartan (20mg)
221553,81,45,1.0,Cetirizine (5mg) 
221560,19,23,2.0,Telmisartan (40mg) 
221564,38,33,1.0,Telmisartan (40mg) 
221571,86,45,1.0,Metformin (1000mg) 
221584,43,35,1.0,Phenylpropanolamine (NA) 
221594,16,26,2.0,Teneligliptin (20mg)
221597,82,60,1.0,Tranexamic Acid (500mg) 
221615,75,56,1.0,Cefpodoxime Proxetil (200mg) 
221650,41,24,1.0,Tetracycline (250mg)
221651,96,57,1.0,Diclofenac (75mg) 
221653,59,37,1.0,Tranexamic Acid (500mg)
221658,71,51,1.0,Ondansetron (2mg)
221672,98,55,1.0,Thiocolchicoside (4mg) 
221674,84,50,1.0,Rifampicin (450mg)
221676,64,40,1.0,Chlordiazepoxide (10mg)
221677,46,27,1.0,Trifluoperazine (5mg) 
221682,82,59,1.0,Tolperisone (150mg) 
221713,94,51,1.0,Tamsulosin  (0.4mg) 
221730,35,19,1.0,Caffeine (15mg) 
221746,84,50,1.0,Telmisartan (40mg) 
221750,73,44,1.0,Terbinafine (1% w/w)
221752,27,31,2.0,Ceftriaxone (1000mg)
221756,29,22,1.0,Aceclofenac (100mg) 
221763,65,45,1.0,Diazepam (5mg) 
221769,94,64,1.0,Gefitinib (250mg)
221774,73,54,1.0,Paracetamol (NA) 
221775,46,29,1.0,Tinidazole (NA)
221778,81,52,1.0,Imatinib mesylate (400mg)
221785,77,50,1.0,Terbinafine (250mg)
221796,94,64,1.0,Bromhexine (2mg) 
221807,86,44,1.0,Telmisartan (80mg)
221809,51,32,1.0,Trimetazidine (60mg)
221810,96,66,1.0,Thyroxine (100mcg)
221825,6,21,3.0,Aceclofenac (100mg) 
221861,20,30,2.0,Metformin (500mg) 
221892,45,36,1.0,Levocetirizine (5mg) 
221894,38,31,1.0,Amoxycillin  (200mg/5ml) 
221900,15,23,2.0,Tegafur (100mg) 
221902,83,48,1.0,Mometasone (NA) 
221903,47,41,1.0,Paracetamol/Acetaminophen  (325mg) 
221905,47,36,1.0,Tolvaptan (30mg)
221916,60,34,1.0,Tramadol (50mg/ml)
221930,29,32,2.0,Tapentadol (50mg)
221938,47,28,1.0,Thyroxine (100mcg)
221950,79,44,1.0,Telmisartan (80mg)
221955,77,42,1.0,Triamcinolone Acetonide (40mg)
221957,54,37,1.0,Ambroxol (15mg/5ml) 
221979,41,22,1.0,Topiramate (25mg)
221984,91,65,1.0,Telmisartan (40mg) 
221985,83,47,1.0,Ofloxacin (200mg) 
221992,26,20,1.0,Topiramate (50mg)
221999,41,31,1.0,Timolol (0.5% w/v)
222001,14,14,2.0,Amoxycillin (250mg) 
222011,41,39,1.0,Telmisartan (40mg) 
222014,94,63,1.0,Aceclofenac (100mg) 
222015,61,45,1.0,Teneligliptin (20mg)
222035,77,42,1.0,Bromelain (90mg) 
222036,61,36,1.0,Cefpodoxime Proxetil (200mg)
222039,85,51,1.0,Telmisartan (40mg) 
222051,41,30,1.0,Tranexamic Acid (250mg) 
222052,78,43,1.0,Telmisartan (40mg) 
222063,6,20,3.0,Topiramate (100mg)
222067,82,49,1.0,Vitamin B (NA)
222074,79,40,1.0,Ambroxol (15mg) 
222096,45,28,1.0,Bromelain (90mg) 
222103,70,43,1.0,Telmisartan (40mg) 
222129,64,39,1.0,Thyroxine (100mcg)
222137,52,27,1.0,Telmisartan (40mg) 
222139,91,57,1.0,Telmisartan (40mg) 
222140,31,21,1.0,Amoxycillin  (500mg) 
222143,31,20,1.0,Glimepiride (1mg) 
222156,59,43,1.0,Torasemide (20mg)
222222,13,26,2.0,Mefenamic Acid (50mg) 
222229,24,24,2.0,Telmisartan (80mg) 
222238,45,28,1.0,Nandrolone Decanoate (100mg)
222246,88,57,1.0,Thiocolchicoside (2mg) 
222249,33,29,1.0,Thioridazine (100mg)
222250,96,65,1.0,Rosuvastatin (10mg)
222260,11,24,2.0,Tobramycin (0.3% w/v) 
222263,36,19,1.0,Rabeprazole (20mg)
222279,11,20,2.0,Tranexamic Acid (500mg) 
222282,39,21,1.0,Cefixime (200mg) 
222299,71,55,1.0,Chloramphenicol (1gm)
222312,73,42,1.0,Telmisartan (40mg)
222338,56,32,1.0,Tamsulosin  (0.4mg) 
222343,83,60,1.0,Tramadol (50mg)
222344,25,27,2.0,Telmisartan (40mg)
222350,14,22,2.0,Laropiprant (20mg) 
222357,65,51,1.0,Glimepiride (2mg) 
222371,33,32,1.0,Atorvastatin (10mg) 
222387,81,52,1.0,Thalidomide (50mg)
222394,68,53,1.0,Glimepiride (2mg) 
222402,37,32,1.0,Trypsin (48mg) 
222419,8,22,2.0,Nandrolone Decanoate (50mg)
222431,71,54,1.0,Metformin (1000mg) 
222432,18,29,2.0,Tranexamic Acid (500mg) 
222453,77,55,1.0,Telmisartan (80mg)
222460,68,46,1.0,Ofloxacin (200mg) 
222480,40,23,1.0,Ambroxol (15mg) 
222485,39,33,1.0,Domperidone (30mg) 
222506,44,25,1.0,Sildenafil (50mg)
222530,5,21,3.0,Methotrexate (50mg/2ml)
222553,94,64,1.0,Telmisartan (40mg) 
222555,33,34,2.0,Bromhexine (4mg/5ml) 
222563,75,53,1.0,Telmisartan (40mg)
222568,86,56,1.0,Docetaxel (20mg)
222572,75,40,1.0,Topiramate (25mg)
222582,78,56,1.0,Tramadol (50mg) 
222589,27,29,2.0,Telmisartan (40mg)
222602,5,19,3.0,Bromhexine (NA) 
222625,6,17,2.0,Thiocolchicoside (4mg) 
222628,78,56,1.0,Ambroxol (15mg/5ml) 
222638,45,32,1.0,Topiramate (50mg)
222639,99,55,1.0,Domperidone (15mg) 
222650,49,42,1.0,Tranexamic Acid (500mg) 
222671,22,27,2.0,Telmisartan (40mg)
222676,38,25,1.0,Diclofenac (50mg) 
222686,9,23,2.0,Tramadol (37.5mg) 
222693,22,29,2.0,Telmisartan (20mg)
222701,82,49,1.0,Metformin (1000mg) 
222705,27,18,1.0,Aceclofenac (100mg) 
222722,58,40,1.0,Telmisartan (20mg)
222736,45,26,1.0,Telmisartan (40mg) 
222745,74,41,1.0,Telmisartan (40mg) 
222749,64,42,1.0,Tobramycin (80mg)
222754,79,55,1.0,Trimethoprim (NA)
222764,82,48,1.0,Sulfamethoxazole (800mg) 
222766,30,34,2.0,Tramadol (37.5mg) 
222769,94,63,1.0,Cefpodoxime Proxetil (200mg) 
222776,53,38,1.0,Ofloxacin (50mg) 
222778,62,35,1.0,Cetirizine (5mg) 
222788,87,59,1.0,Tolperisone (450mg)
222795,92,58,1.0,Telmisartan (40mg)
222836,11,16,2.0,Telmisartan (40mg) 
222848,68,53,1.0,Tramadol (50mg)
222858,28,28,2.0,Tetracycline (500mg)
222866,59,35,1.0,Teneligliptin (20mg)
222877,24,26,2.0,Telmisartan (40mg) 
222888,87,50,1.0,Theophylline (NA)
222889,62,44,1.0,Norfloxacin (400mg)
222909,45,23,1.0,Tobramycin (0.3% w/v)
222915,82,59,1.0,Atenolol (50mg)
222916,67,45,1.0,Telmisartan (80mg) 
222919,41,29,1.0,Metformin (500mg) 
222925,58,35,1.0,Ceftriaxone (1000mg)
222937,80,56,1.0,Telmisartan (40mg) 
222943,72,52,1.0,Fenofibrate (160mg) 
222960,21,16,1.0,Artesunate (120mg)
222966,43,31,1.0,Telmisartan (40mg)
222972,41,39,1.0,Atenolol (100mg)
223037,77,46,1.0,Terbinafine (500mg)
223040,13,19,2.0,Tranexamic Acid (500mg) 
223058,72,51,1.0,Terfenadine (30mg)
223060,70,46,1.0,Telmisartan (80mg)
223070,64,42,1.0,Terbinafine (250mg)
223076,34,35,2.0,Terbutaline (1.25mg/5ml) 
223077,32,20,1.0,Tolperisone (150mg) 
223083,52,34,1.0,Propranolol (40mg)
223092,62,44,1.0,Thiocolchicoside (8mg) 
223093,33,35,2.0,Trihexyphenidyl (2mg)
223098,55,47,1.0,Pantoprazole (40mg)
223108,59,36,1.0,Paracetamol/Acetaminophen  (500mg) 
223111,12,24,2.0,Ofloxacin (200mg) 
223121,84,50,1.0,Melitracen (10mg)
223131,90,63,1.0,Pantoprazole (40mg)
223140,95,62,1.0,Aceclofenac (50mg/5ml) 
223154,48,24,1.0,Metformin (500mg) 
223156,60,43,1.0,Metformin (500mg) 
223161,53,44,1.0,Amoxycillin  (500mg) 
223169,84,47,1.0,Trypsin (48mg) 
223171,62,41,1.0,Glimepiride (1mg) 
223181,96,52,1.0,Azilsartan medoxomil (40mg)
223185,89,49,1.0,Guaifenesin (100mg) 
223186,42,26,1.0,Rabeprazole (20mg)
223191,53,43,1.0,Telmisartan (40mg) 
223200,57,29,1.0,Telmisartan (40mg) 
223203,95,64,1.0,Telmisartan (40mg) 
223211,77,54,1.0,Aceclofenac (200mg) 
223264,99,58,1.0,Theophylline (400mg)
223267,32,21,1.0,Isoniazid (300mg) 
223271,18,22,2.0,Ofloxacin (200mg) 
223272,12,13,2.0,Amoxycillin  (500mg) 
223277,7,19,2.0,Domperidone (10mg) 
223308,60,42,1.0,Tramadol (50mg)
223318,35,28,1.0,Atorvastatin (10mg)
223322,11,19,2.0,Tobramycin (500mg)
223360,53,34,1.0,Trimetazidine (20mg)
223378,74,56,1.0,Itraconazole (100mg) 
223380,94,64,1.0,Telmisartan (80mg) 
223398,14,15,2.0,Terbinafine (250mg)
223450,76,39,1.0,Ceftriaxone (1000mg) 
223454,38,37,1.0,Thyroxine (75mcg)
223458,20,15,1.0,Tranexamic Acid (500mg) 
223468,76,43,1.0,Dosulepin (75mg)
223472,62,46,1.0,Atorvastatin (40mg)
223476,37,36,1.0,Telmisartan (40mg) 
223479,8,19,2.0,Temozolomide (250mg)
223492,71,45,1.0,Aceclofenac (100mg) 
223494,65,40,1.0,Tramadol (50mg)
223498,95,63,1.0,Ceftriaxone (500mg) 
223514,89,57,1.0,Cefixime (100mg)
223535,29,18,1.0,Sunitinib (25mg)
223537,58,37,1.0,Diclofenac diethylamine (1.16% w/w) 
223552,54,32,1.0,Methylcobalamin (500mcg)
223563,63,39,1.0,Tegaserod (6mg)
223573,51,42,1.0,Teneligliptin (20mg)
223578,7,21,2.0,Telmisartan (40mg)
223583,31,30,1.0,Tramadol (37.5mg) 
223587,85,57,1.0,Febuxostat (40mg)
223599,57,30,1.0,Topiramate (25mg)
223636,81,42,1.0,Telmisartan (40mg) 
223647,79,52,1.0,Tramadol (100mg)
223688,66,42,1.0,Terbinafine (250mg)
223689,99,57,1.0,Cyproheptadine (1.5mg) 
223691,99,54,1.0,Tacrolimus (0.5mg)
223692,5,16,3.0,Telmisartan (80mg) 
223698,47,27,1.0,Sodium Valproate (750mg)
223706,55,29,1.0,Ciprofloxacin (250mg) 
223720,68,53,1.0,Ceftriaxone (1000mg)
223734,46,37,1.0,Etoricoxib (120mg)
223737,14,22,2.0,Tamsulosin  (0.4mg) 
223738,44,41,1.0,Tranexamic Acid (500mg)
223779,83,60,1.0,Triamcinolone Acetonide (40mg)
223780,76,39,1.0,Tranexamic Acid (100mg)
223785,43,36,1.0,Telmisartan (40mg)
223804,28,22,1.0,Domperidone (30mg) 
223808,17,17,2.0,Phenylpropanolamine (8mg) 
223833,44,34,1.0,Chlorpheniramine Maleate (2mg) 
223843,20,18,1.0,Terbinafine (500mg)
223855,92,50,1.0,Glibenclamide (5mg) 
223859,94,65,1.0,Aceclofenac (100mg) 
223908,97,55,1.0,Telmisartan (40mg)
223910,91,50,1.0,Teneligliptin (20mg)
223912,25,31,2.0,Torasemide (40mg)
223914,64,42,1.0,Piperacillin (1000mg) 
223924,76,52,1.0,Methylcobalamin (750mcg) 
223933,51,31,1.0,Amoxycillin  (500mg) 
223943,89,61,1.0,Terbinafine (1% w/w)
223950,38,35,1.0,Telmisartan (40mg) 
223952,91,57,1.0,Domperidone (30mg) 
223955,72,56,1.0,Telmisartan (40mg) 
223964,16,14,1.0,Chloramphenicol (0.5% w/v) 
223978,65,33,1.0,Tricholine Citrate (275mg) 
223980,35,31,1.0,Ofloxacin (200mg) 
223982,58,49,1.0,Tranexamic Acid (500mg) 
223996,39,22,1.0,Telmisartan (40mg) 
224015,50,28,1.0,Terbinafine (500mg)
224026,93,52,1.0,Cefixime (50mg) 
224029,22,22,2.0,Ceftriaxone (1000mg)
224033,97,64,1.0,Diclofenac (50mg) 
224056,94,52,1.0,Terbutaline (1.25mg/5ml) 
224057,53,38,1.0,Telmisartan (20mg)
224069,75,50,1.0,Terbinafine (1% w/w)
